dept,num
PHYSICS,50
PHYSICS,199
PHYSICS,111A
PHYSICS,265A
PHYSICS,191
PHYSICS,7LC
PHYSICS,60
PHYSICS,211
PHYSICS,99
PHYSICS,234A
PHYSICS,H196A
PHYSICS,295
PHYSICS,146A
PHYSICS,229A
PHYSIO,206B
PHYSIO,215
PHYSIO,299
PHYSIO,292A
PHYSIO,543A
PHYSIO,699J
PHYSIO,201
PHYSIO,206A
PHYSIO,200R
PHYSIO,200
PHYSIO,290
PHYSIO,693J
POL SCI,61A
POL SCI,229
POL SCI,179
POL SCI,212B
POL SCI,199
POL SCI,198
POL SCI,159
POL SCI,241B
POL SCI,H182A
POL SCI,197
POL SCI,44B
POL SCI,141C
POL SCI,142D
POL SCI,219
POL SCI,154KW
POL SCI,149
POL SCI,190W
POL SCI,41A
POL SCI,299
POL SCI,51A
POL SCI,142B
POL SCI,156D
POL SCI,129
POL SCI,239
POL SCI,71A
POL SCI,155C
POL SCI,172A
POL SCI,21A
POL SCI,209A
POL SCI,270A
POL SCI,139
POL SCI,143G
POL SCI,31A
POL SCI,121HW
POL SCI,125A
POL SCI,121C
POL SCI,290
